Id,Name,Isin,AmfiCode,Rta,RtaCode,AmcCode,LastUpdatedBy,LastUpdatedOnUtc
15217,Navi Large And Midcap Fund -Direct Normal Idcw Payout,INF959L01CI4,135679,KARVY,130MCPD,MCPDD,Ranjith.Vijayabaskar,1/1/2007 10:00
15218,Navi Large And Midcap Fund -Direct Normal Idcw Reinvestment,INF959L01CJ2,135679,KARVY,130MCPD,MCPDR,Ranjith.Vijayabaskar,1/1/2007 10:00
15219,Navi Large Cap Equity Fund - Direct Plan Annual Idcw Reinvestment,INF959L01BW7,135659,KARVY,130EFDA,EFDAR,Ranjith.Vijayabaskar,1/1/2007 10:00
15220,Navi Large Cap Equity Fund - Direct Plan Quarterly Idcw Payout,INF959L01BK2,135656,KARVY,130EFDQ,EFDQD,Ranjith.Vijayabaskar,1/1/2007 10:00
15221,Navi Large Cap Equity Fund - Direct Plan Quarterly Idcw Reinvestment,INF959L01BO4,135656,KARVY,130EFDQ,EFDQR,Ranjith.Vijayabaskar,1/1/2007 10:00
15222,Lic Mf Banking And Financial Services Fund-Direct - Dividend Plan-Idcw Payout,INF767K01NJ8,133908,KARVY,102BKD1,BK,Ranjith.Vijayabaskar,1/1/2007 10:00
15223,Lic Mf Banking And Financial Services Fund-Direct - Dividend Plan-Idcw Reinvestment,INF767K01NL4,133908,KARVY,102BKD1,BK,Ranjith.Vijayabaskar,1/1/2007 10:00
15224,Lic Mf Banking And Financial Services Fund-Direct - Growth Plan-Growth,INF767K01NK6,134017,KARVY,102BKG1,BK,Ranjith.Vijayabaskar,1/1/2007 10:00
15225,Lic Mf Large And Midcap Fund-Direct Plan-Dividend-Idcw Payout,INF767K01ND1,133709,KARVY,102MCD1,MC,Ranjith.Vijayabaskar,1/1/2007 10:00
15226,Lic Mf Large And Midcap Fund-Direct Plan-Idcw Reinvestment,INF767K01NF6,133709,KARVY,102MCD1,MC,Ranjith.Vijayabaskar,1/1/2007 10:00
15227,Lic Mf Large And Midcap Fund-Direct Plan-Growth-Growth,INF767K01NE9,133710,KARVY,102MCG1,MC,Ranjith.Vijayabaskar,1/1/2007 10:00
15228,Lic Mf Debt Hybrid Fund-Regular Plan-Yearly Dividend-Idcw Payout,INF767K01857,101868,KARVY,102MIYD,LIC31,Ranjith.Vijayabaskar,1/1/2007 10:00
15230,Lic Mf Debt Hybrid Fund-Regular Plan-Yearly Idcw Reinvestment,INF767K01865,101868,KARVY,102MIYD,LIC31,Ranjith.Vijayabaskar,1/1/2007 10:00
15233,Taurus Nifty Index Fund Regular Plan Idcw Payout,INF044D01914,112949,KARVY,104NIDP,NIDP,Ranjith.Vijayabaskar,1/1/2007 10:00
15235,Taurus Nifty Index Fund Regular Plan Idcw Reinvestment,INF044D01922,112949,KARVY,104NIDP,NIDP,Ranjith.Vijayabaskar,1/1/2007 10:00
15237,Taurus Nifty Index Fund Regular Plan Growth,INF044D01948,112948,KARVY,104NIGP,NIGP,Ranjith.Vijayabaskar,1/1/2007 10:00
15239,Taurus Flexi Cap Fund - Regular Plan Idcw Plan Payout,INF044D01955,111640,KARVY,104SSDP,SSDP,Ranjith.Vijayabaskar,1/1/2007 10:00
15241,Taurus Flexi Cap Fund - Regular Plan Idcw Reinvestment,INF044D01963,111640,KARVY,104SSDP,SSDP,Ranjith.Vijayabaskar,1/1/2007 10:00
15243,Taurus Flexi Cap Fund - Regular Plan Growth Plan,INF044D01989,100476,KARVY,104SSGP,SSGP,Ranjith.Vijayabaskar,1/1/2007 10:00
15245,Taurus Tax Shield Regular Plan Idcw Payout,INF044D01997,108402,KARVY,104LTDP,LTDP,Ranjith.Vijayabaskar,1/1/2007 10:00
15247,Taurus Tax Shield Regular Plan Growth,INF044D01AC9,100480,KARVY,104LTGP,LTGP,Ranjith.Vijayabaskar,1/1/2007 10:00
15249,Taurus Mip Advantage Regular Plan Idcw Payout,INF044D01AD7,,KARVY,104MPDP,MPDP,Ranjith.Vijayabaskar,1/1/2007 10:00
15251,Taurus Mip Advantage Regular Plan Idcw Reinvestment,INF044D01AE5,,KARVY,104MPDP,MPDP,Ranjith.Vijayabaskar,1/1/2007 10:00
15253,Taurus Largecap Equity Fund - Regular Plan Idcw Payout,INF044D01740,108403,KARVY,104BEDP,BEDP,Ranjith.Vijayabaskar,1/1/2007 10:00
15255,Taurus Largecap Equity Fund - Regular Plan Growth,INF044D01773,101209,KARVY,104BEGP,BEGP,Ranjith.Vijayabaskar,1/1/2007 10:00
15257,Taurus Discovery (Midcap) Fund - Regular Plan Idcw Payout,INF044D01781,111642,KARVY,104DSDP,DSDP,Ranjith.Vijayabaskar,1/1/2007 10:00
15259,Taurus Discovery (Midcap) Fund - Regular Plan Idcw Reinvestment,INF044D01799,111642,KARVY,104DSDP,DSDP,Ranjith.Vijayabaskar,1/1/2007 10:00
15261,Taurus Discovery (Midcap) Fund - Regular Plan Growth,INF044D01815,100477,KARVY,104DSGP,DSGP,Ranjith.Vijayabaskar,1/1/2007 10:00
15263,Taurus Ethical Fund Regular Plan Idcw Payout,INF044D01831,111788,KARVY,104EFDP,EFDP,Ranjith.Vijayabaskar,1/1/2007 10:00
15265,Taurus Ethical Fund Regular Plan Idcw Reinvestment,INF044D01849,111788,KARVY,104EFDP,EFDP,Ranjith.Vijayabaskar,1/1/2007 10:00
15267,Taurus Ethical Fund Regular Plan Growth,INF044D01864,111787,KARVY,104EFGP,EFGP,Ranjith.Vijayabaskar,1/1/2007 10:00
15269,Taurus Infrastructure Fund Regular Plan Idcw Payout,INF044D01872,105418,KARVY,104ITDP,ITDP,Ranjith.Vijayabaskar,1/1/2007 10:00
15271,Taurus Infrastructure Fund Regular Plan Idcw Reinvestment,INF044D01880,105418,KARVY,104ITDP,ITDP,Ranjith.Vijayabaskar,1/1/2007 10:00
15273,Taurus Infrastructure Fund Regular Plan Growth,INF044D01906,105417,KARVY,104ITGP,ITGP,Ranjith.Vijayabaskar,1/1/2007 10:00
15274,Taurus Mip Advantage Regular Plan Growth,INF044D01AG0,,KARVY,104MPGP,MPGP,Ranjith.Vijayabaskar,1/1/2007 10:00
15276,Taurus Dynamic Income Fund Regular Plan Idcw Payout,INF044D01AH8,114538,KARVY,104DIDP,DIDP,Ranjith.Vijayabaskar,1/1/2007 10:00
15278,Taurus Dynamic Income Fund Regular Plan Idcw Reinvestment,INF044D01AI6,114538,KARVY,104DIDP,DIDP,Ranjith.Vijayabaskar,1/1/2007 10:00
15280,Taurus Dynamic Income Fund Regular Plan Growth,INF044D01AK2,114537,KARVY,104DIGP,DIGP,Ranjith.Vijayabaskar,1/1/2007 10:00
15282,Taurus Short Term Income Fund Regular Plan Idcw Payout,INF044D01583,101113,KARVY,104LBDP,LBDP,Ranjith.Vijayabaskar,1/1/2007 10:00
15284,Taurus Short Term Income Fund Regular Plan Idcw Reinvestment,INF044D01591,101113,KARVY,104LBDP,LBDP,Ranjith.Vijayabaskar,1/1/2007 10:00
15286,Taurus Short Term Income Fund Regular Plan Growth,INF044D01617,101114,KARVY,104LBGP,LBGP,Ranjith.Vijayabaskar,1/1/2007 10:00
15288,Taurus Ultra Short Term Bond Fund - Regular Plan Super Institutional Growth,INF044D01708,111443,KARVY,104LPSG,LPSG,Ranjith.Vijayabaskar,1/1/2007 10:00
15290,Taurus Ultra Short Term Bond Fund - Regular Plan Super Institutional Daily Idcw Reinvestment,INF044D01716,111445,KARVY,104LPSD,LPSD,Ranjith.Vijayabaskar,1/1/2007 10:00
15292,Taurus Ultra Short Term Bond Fund - Regular Plan Super Institutional Weekly Idcw Reinvestment,INF044D01724,111446,KARVY,104LPSW,LPSW,Ranjith.Vijayabaskar,1/1/2007 10:00
15294,Icici Prudential Fmp Series 78 - 1156 Days Plan U Cumulative Growth,INF109KB1TL8,139101,CAMS,P2798,F781156U,Ranjith.Vijayabaskar,1/1/2007 10:00
15295,Icici Prudential Fmp Series 78 - 1156 Days Plan U Dividend Payout,INF109KB1TM6,139102,CAMS,P2799,F781156U,Ranjith.Vijayabaskar,1/1/2007 10:00
15296,Icici Prudential Fmp Series 78 - 1135 Days Plan W Cumulative Growth,INF109KB1TP9,139103,CAMS,P2800,F781135W,Ranjith.Vijayabaskar,1/1/2007 10:00
15297,Icici Prudential Fmp Series 78 - 1135 Days Plan W Dividend Payout,INF109KB1TQ7,,CAMS,P2801,F781135W,Ranjith.Vijayabaskar,1/1/2007 10:00
15298,Sundaram Fixed Term Plan Hk Regular Plan -Idcw Payout,INF903JA1195,,KARVY,SHKRD,HKRD,Ranjith.Vijayabaskar,1/1/2007 10:00
15299,Sundaram Fixed Term Plan Hk Regular Plan - Growth Option,INF903JA1187,,KARVY,SHKRG,HKRG,Ranjith.Vijayabaskar,1/1/2007 10:00
15300,Sundaram Capital Protection Oriented Fund 5 Years Sr 8 Regular Plan-Idcw Payout,INF903JA1203,139098,KARVY,SCP8RD,CP8RD,Ranjith.Vijayabaskar,1/1/2007 10:00
15301,Sundaram Capital Protection Oriented Fund5 Years Sr 8 Regular Plan-Growth,INF903JA1245,139097,KARVY,SCP8RG,CP8RG,Ranjith.Vijayabaskar,1/1/2007 10:00
15302,Hdfc Fmp 1190D March 2016 (1) - Regular Option - Growth Option,INF179KB1PA4,139171,CAMS,HFPMGR,FPMGR,Ranjith.Vijayabaskar,1/1/2007 10:00
15303,Hdfc Fmp 1190D March 2016 (1) - Regular Option - Normal Idcw Payout Option,INF179KB1PB2,139172,CAMS,HFPMDR,FPMDR,Ranjith.Vijayabaskar,1/1/2007 10:00
15304,Hdfc Fmp 1190D March 2016 (1) - Regular Option - Quarterly Idcw Payout Option,INF179KB1PC0,139173,CAMS,HFPMQR,FPMQR,Ranjith.Vijayabaskar,1/1/2007 10:00
15305,Nippon India Fixed Horizon Fund Xxx Series 14- Growth,INF204KA19Z7,138227,KARVY,RMFYQGP,YQGP,Ranjith.Vijayabaskar,1/1/2007 10:00
15306,Nippon India Fixed Horizon Fund Xxx Series 14-- Idcw Payout,INF204KB1015,138225,KARVY,RMFYQDP,YQDP,Ranjith.Vijayabaskar,1/1/2007 10:00
15307,Nippon India Fixed Horizon Fund Xxx Series 14- Direct Plan -Growth,INF204KB1023,138224,KARVY,RMFYQAG,YQAG,Ranjith.Vijayabaskar,1/1/2007 10:00
15308,Nippon India Fixed Horizon Fund Xxx Series 14- Direct Plan- Idcw Payout,INF204KB1031,138226,KARVY,RMFYQAD,YQAD,Ranjith.Vijayabaskar,1/1/2007 10:00
15309,Nippon India Fixed Horizon Fund Xxx Series 15-Growth,INF204KB1049,,KARVY,RMFYRGP,YRGP,Ranjith.Vijayabaskar,1/1/2007 10:00
15310,Nippon India Fixed Horizon Fund Xxx Series 15-Idcw Payout,INF204KB1056,,KARVY,RMFYRDP,YRDP,Ranjith.Vijayabaskar,1/1/2007 10:00
15311,Nippon India Fixed Horizon Fund Xxx Series 15-Direct Plan -Growth,INF204KB1064,,KARVY,RMFYRAG,YRAG,Ranjith.Vijayabaskar,1/1/2007 10:00
15312,Nippon India Fixed Horizon Fund Xxx Series 15-Direct Plan- Idcw Payout,INF204KB1072,,KARVY,RMFYRAD,YRAD,Ranjith.Vijayabaskar,1/1/2007 10:00
15313,Icici Prudential Fmp Series 78 - 1130 Days Plan T Cumulative,INF109KB1TD5,139107,CAMS,P2796,F781130T,Ranjith.Vijayabaskar,1/1/2007 10:00
15314,Icici Prudential Fmp Series 78 - 1130 Days Plan T Dividend Payout,INF109KB1TE3,,CAMS,P2797,F781130T,Ranjith.Vijayabaskar,1/1/2007 10:00
15315,Icici Prudential Fmp Series 78 - 1130 Days Plan T Direct Plan Cumulative,INF109KB1TF0,139109,CAMS,P8998,F781130T,Ranjith.Vijayabaskar,1/1/2007 10:00
15316,Icici Prudential Fmp Series 78 - 1130 Days Plan T Direct Plan Dividend Payout,INF109KB1TG8,139110,CAMS,P8999,F781130T,Ranjith.Vijayabaskar,1/1/2007 10:00
15317,Icici Prudential Fmp Series 78 - 1281 Days Plan V Cumulative,INF109KB1TT1,139114,CAMS,P2802,F781281V,Ranjith.Vijayabaskar,1/1/2007 10:00
15318,Icici Prudential Fmp Series 78 - 1281 Days Plan V Dividend Payout,INF109KB1TU9,139112,CAMS,P2803,F781281V,Ranjith.Vijayabaskar,1/1/2007 10:00
15319,Icici Prudential Fmp Series 78 - 1281 Days Plan V Direct Plan Cumulative,INF109KB1TV7,139113,CAMS,P9004,F781281V,Ranjith.Vijayabaskar,1/1/2007 10:00
15320,Icici Prudential Fmp Series 78 - 1281 Days Plan V Direct Plan Dividend Payout,INF109KB1TW5,139111,CAMS,P9005,F781281V,Ranjith.Vijayabaskar,1/1/2007 10:00
15321,Hdfc Fmp 1107D March 2016 (1) - Regular Option - Growth Option,INF179KB1OU5,139196,CAMS,HFPNGR,FPNGR,Ranjith.Vijayabaskar,1/1/2007 10:00
15322,Hdfc Fmp 1107D March 2016 (1) - Regular Option - Normal Idcw Payout Option,INF179KB1OV3,139194,CAMS,HFPNDR,FPNDR,Ranjith.Vijayabaskar,1/1/2007 10:00
15323,Hdfc Fmp 1104D April 2016 (1)- Regular Option - Quarterly Idcw Payout Option,INF179KB1PQ0,139287,CAMS,HFPPQR,FPPQR,Ranjith.Vijayabaskar,1/1/2007 10:00
15324,Nippon India Fixed Horizon Fund Xxx Series 16- Growth,INF204KB1122,,KARVY,RMFYSGP,YSGP,Ranjith.Vijayabaskar,1/1/2007 10:00
15325,Nippon India Fixed Horizon Fund Xxx Series 16-- Idcw Payout,INF204KB1130,,KARVY,RMFYSDP,YSDP,Ranjith.Vijayabaskar,1/1/2007 10:00
15326,Nippon India Fixed Horizon Fund Xxx Series 16- Direct Plan -Growth,INF204KB1148,,KARVY,RMFYSAG,YSAG,Ranjith.Vijayabaskar,1/1/2007 10:00
15327,Nippon India Fixed Horizon Fund Xxx Series 16- Direct Plan- Idcw Payout,INF204KB1155,,KARVY,RMFYSAD,YSAD,Ranjith.Vijayabaskar,1/1/2007 10:00
15328,Hdfc Daf - Ii - 1099D March 2016 - Regular Option - Growth Option,INF179KB1PF3,139130,CAMS,HDA3RG,DA3RG,Ranjith.Vijayabaskar,1/1/2007 10:00
15329,Hdfc Daf - Ii - 1099D March 2016 - Regular Option - Idcw Payout Option,INF179KB1PG1,139115,CAMS,HDA3RD,DA3RD,Ranjith.Vijayabaskar,1/1/2007 10:00
15330,Icici Prudential Multiple Yield Fund Series 10 - 1825 Days Plan E Cumulative,INF109KB1UB7,,CAMS,P2804,MULTIPL10E,Ranjith.Vijayabaskar,1/1/2007 10:00
15331,Icici Prudential Multiple Yield Fund Series 10 - 1825 Days Plan E Dividend Payout,INF109KB1UC5,,CAMS,P2805,MULTIPL10E,Ranjith.Vijayabaskar,1/1/2007 10:00
15332,Icici Prudential Multiple Yield Fund Series 10 - 1825 Days Plan E Direct Plan Cumulative,INF109KB1UD3,,CAMS,P9006,MULTIPL10E,Ranjith.Vijayabaskar,1/1/2007 10:00
15333,Icici Prudential Multiple Yield Fund Series 10 - 1825 Days Plan E Direct Plan Dividend Payout,INF109KB1UE1,,CAMS,P9007,MULTIPL10E,Ranjith.Vijayabaskar,1/1/2007 10:00
15334,Uti Fixed Term Income Fund Series Xxiv - X (1118 Days) - Annual Idcw Payout Plan,INF789FC1121,139209,KARVY,108WZAD,598,Ranjith.Vijayabaskar,1/1/2007 10:00
15335,Uti Fixed Term Income Fund Series Xxiv - X (1118 Days) - Flexi Idcw Payout Plan,INF789FC1105,,KARVY,108WZFD,598,Ranjith.Vijayabaskar,1/1/2007 10:00
15336,Uti Fixed Term Income Fund Series Xxiv - X (1118 Days) - Growth Plan,INF789FC1162,139215,KARVY,108WZGP,598,Ranjith.Vijayabaskar,1/1/2007 10:00
15337,Uti Fixed Term Income Fund Series Xxiv - X (1118 Days) - Maturity Idcw Payout Plan,INF789FC1154,,KARVY,108WZMD,598,Ranjith.Vijayabaskar,1/1/2007 10:00
15338,Uti Fixed Term Income Fund Series Xxiv - X (1118 Days) - Quarterly Idcw Payout Plan,INF789FC1113,139217,KARVY,108WZQD,598,Ranjith.Vijayabaskar,1/1/2007 10:00
15339,Nippon India Fixed Horizon Fund Xxx Series 17- Growth,INF204KB1163,139143,KARVY,RMFYTGP,YTGP,Ranjith.Vijayabaskar,1/1/2007 10:00
15340,Nippon India Fixed Horizon Fund Xxx Series 17-- Idcw Payout,INF204KB1171,139144,KARVY,RMFYTDP,YTDP,Ranjith.Vijayabaskar,1/1/2007 10:00
15341,Nippon India Fixed Horizon Fund Xxx Series 17- Direct Plan -Growth,INF204KB1189,139145,KARVY,RMFYTAG,YTAG,Ranjith.Vijayabaskar,1/1/2007 10:00
15342,Nippon India Fixed Horizon Fund Xxx Series 17- Direct Plan- Idcw Payout,INF204KB1197,139146,KARVY,RMFYTAD,YTAD,Ranjith.Vijayabaskar,1/1/2007 10:00
15343,Icici Prudential Fmp Series 78 - 1115 Days Plan X Cumulative,INF109KB1TX3,139178,CAMS,P2806,F781115X,Ranjith.Vijayabaskar,1/1/2007 10:00
15344,Icici Prudential Fmp Series 78 - 1115 Days Plan X Dividend Payout,INF109KB1TY1,,CAMS,P2807,F781115X,Ranjith.Vijayabaskar,1/1/2007 10:00
15345,Icici Prudential Fmp Series 78 - 1115 Days Plan X Direct Plan Cumulative,INF109KB1TZ8,139180,CAMS,P9008,F781115X,Ranjith.Vijayabaskar,1/1/2007 10:00
15346,Icici Prudential Fmp Series 78 - 1115 Days Plan X Direct Plan Dividend Payout,INF109KB1UA9,139179,CAMS,P9009,F781115X,Ranjith.Vijayabaskar,1/1/2007 10:00
15347,Principal Arbitrage Fund - Regular Plan - Monthly Idcw Payout,INF173K01MY0,139222,KARVY,103AFRD,AFRD,Ranjith.Vijayabaskar,1/1/2007 10:00
15348,Principal Arbitrage Fund - Regular Plan - Monthly Idcw Reinvestment,INF173K01NA8,139222,KARVY,103AFRD,AFDR,Ranjith.Vijayabaskar,1/1/2007 10:00
15349,Principal Arbitrage Fund - Regular Plan Growth,INF173K01NB6,139224,KARVY,103AFRG,AFRG,Ranjith.Vijayabaskar,1/1/2007 10:00
15350,Dsp Dual Advantage Fund - Series 44 - 39M - Regular - Growth,INF740KA1611,139229,CAMS,D1692,1692,Ranjith.Vijayabaskar,1/1/2007 10:00
15351,Dsp Dual Advantage Fund - Series 44 - 39M - Regular - Dividend Payout,INF740KA1629,139230,CAMS,D1693,1693,Ranjith.Vijayabaskar,1/1/2007 10:00
15352,Aditya Birla Sun Life Fixed Term Plan - Series Nq (1107 Days) - Growth,INF209KA19X1,,CAMS,B1312B,1312B,Ranjith.Vijayabaskar,1/1/2007 10:00
15353,Aditya Birla Sun Life Fixed Term Plan - Series Nq (1107 Days) - Normal Dividend Payout,INF209KA10Y8,,CAMS,B1312A,1312A,Ranjith.Vijayabaskar,1/1/2007 10:00
15354,Aditya Birla Sun Life Fixed Term Plan - Series Nq (1107 Days) - Quarterly Dividend Payout,INF209KA11Y6,,CAMS,B1312C,1312C,Ranjith.Vijayabaskar,1/1/2007 10:00
15362,Franklin India Liquid Fund - Super Institutional Plan-Growth,INF090I01BG0,100546,FRANKLIN,FILFSIPGP,208,Ranjith.Vijayabaskar,1/1/2007 10:00
15365,Franklin India Floating Rate Fund - Growth,INF090I01LM7,101048,FRANKLIN,FIFRGP,145,Ranjith.Vijayabaskar,1/1/2007 10:00
15368,Franklin India Floating Rate Fund - Idcw Reinvesment,INF090I01LN5,101044,FRANKLIN,FIFRDP,144,Ranjith.Vijayabaskar,1/1/2007 10:00
15371,Franklin India Liquid Fund - Super Institutional Plan-Daily Idcw Reinvestment,INF090I01BF2,100547,FRANKLIN,FILFSIPDD,209,Ranjith.Vijayabaskar,1/1/2007 10:00
15374,Franklin India Liquid Fund - Super Institutional Plan-Weekly Idcw Reinvestment,INF090I01BH8,100548,FRANKLIN,FILFSIPWDP,210,Ranjith.Vijayabaskar,1/1/2007 10:00
15377,Franklin India Pension Plan-Idcw Payout,INF090I01528,100535,FRANKLIN,FIPEPDP,11,Ranjith.Vijayabaskar,1/1/2007 10:00
15379,Franklin India Pension Plan-Idcw Reinvestment,INF090I01536,100535,FRANKLIN,FIPEPDP,11,Ranjith.Vijayabaskar,1/1/2007 10:00
15381,Uti Fixed Term Income Fund Series Xxiv - Xi (1098 Days) - Annual Idcw Payout Plan,INF789FC1642,139280,KARVY,108XAAD,599,Ranjith.Vijayabaskar,1/1/2007 10:00
15382,Uti Fixed Term Income Fund Series Xxiv - Xi (1098 Days) - Flexi Idcw Payout Plan,INF789FC1626,,KARVY,108XAFD,599,Ranjith.Vijayabaskar,1/1/2007 10:00
15383,Uti Fixed Term Income Fund Series Xxiv - Xi (1098 Days) - Growth Plan,INF789FC1683,139275,KARVY,108XAGP,599,Ranjith.Vijayabaskar,1/1/2007 10:00
15384,Uti Fixed Term Income Fund Series Xxiv - Xi (1098 Days) - Maturity Idcw Payout Plan,INF789FC1675,139282,KARVY,108XAMD,599,Ranjith.Vijayabaskar,1/1/2007 10:00
15385,Uti Fixed Term Income Fund Series Xxiv - Xi (1098 Days) - Quarterly Idcw Payout Plan,INF789FC1634,139279,KARVY,108XAQD,599,Ranjith.Vijayabaskar,1/1/2007 10:00
15386,Icici Prudential Fmp Series 78 - 1106 Days Plan Y Cumulative,INF109KB1UJ0,,CAMS,P2808,F781106Y,Ranjith.Vijayabaskar,1/1/2007 10:00
15387,Icici Prudential Fmp Series 78 - 1106 Days Plan Y Dividend Payout,INF109KB1UK8,,CAMS,P2809,F781106Y,Ranjith.Vijayabaskar,1/1/2007 10:00
15388,Icici Prudential Fmp Series 78 - 1106 Days Plan Y Direct Plan Cumulative,INF109KB1UL6,,CAMS,P9010,F781106Y,Ranjith.Vijayabaskar,1/1/2007 10:00
15389,Icici Prudential Fmp Series 78 - 1106 Days Plan Y Direct Plan Dividend Payout,INF109KB1UM4,,CAMS,P9011,F781106Y,Ranjith.Vijayabaskar,1/1/2007 10:00
15390,Icici Prudential Fmp Series 78 - 1102 Days Plan Z Cumulative,INF109KB1UN2,139253,CAMS,P2810,F781102Z,Ranjith.Vijayabaskar,1/1/2007 10:00
15391,Icici Prudential Fmp Series 78 - 1102 Days Plan Z Dividend Payout,INF109KB1UO0,139254,CAMS,P2811,F781102Z,Ranjith.Vijayabaskar,1/1/2007 10:00
15392,Icici Prudential Fmp Series 78 - 1102 Days Plan Z Direct Plan Cumulative,INF109KB1UP7,139255,CAMS,P9012,F781102Z,Ranjith.Vijayabaskar,1/1/2007 10:00
15393,Icici Prudential Fmp Series 78 - 1102 Days Plan Z Direct Plan Dividend Payout,INF109KB1UQ5,139256,CAMS,P9013,F781102Z,Ranjith.Vijayabaskar,1/1/2007 10:00
15394,Kotak Fmp Series-193-Regular Plan,INF174K014F7,139269,CAMS,K975,K975,Ranjith.Vijayabaskar,1/1/2007 10:00
15395,Kotak Fmp Series-193-Regular Plan-Idcw Payout,INF174K015F4,139272,CAMS,K976,K976,Ranjith.Vijayabaskar,1/1/2007 10:00
15396,Hdfc Fmp 1104D April 2016 (1) - Regular Option - Growth Option,INF179KB1PO5,139288,CAMS,HFPPGR,FPPGR,Ranjith.Vijayabaskar,1/1/2007 10:00
15397,Hdfc Fmp 1104D April 2016 (1) - Regular Option - Normal Idcw Payout Option,INF179KB1PP2,139286,CAMS,HFPPDR,FPPDR,Ranjith.Vijayabaskar,1/1/2007 10:00
15398,Tata Banking And Financial Services Fund Direct Plan Idcw Reinvestment,INF277K01Z36,135792,CAMS,TBSDZ,TBFSFC,Ranjith.Vijayabaskar,1/1/2007 10:00
15399,Tata Banking And Financial Services Fund Direct Plan Growth,INF277K01Z10,135793,CAMS,TBSGZ,TBFSFD,Ranjith.Vijayabaskar,1/1/2007 10:00
15402,Tata Digital India Fund Direct Plan Idcw Reinvestment,INF277K01Z93,135798,CAMS,TDIFDZ,TDIFC,Ranjith.Vijayabaskar,1/1/2007 10:00
15403,Tata Digital India Fund Direct Plan Growth,INF277K01Z77,135800,CAMS,TDIFGZ,TDIFD,Ranjith.Vijayabaskar,1/1/2007 10:00
15404,Tata India Consumer Fund Direct Plan Idcw Reinvestment,INF277K015A1,135801,CAMS,TICFDZ,TICFC,Ranjith.Vijayabaskar,1/1/2007 10:00
15405,Tata India Consumer Fund Direct Plan Growth,INF277K013A6,135805,CAMS,TICFGZ,TICFD,Ranjith.Vijayabaskar,1/1/2007 10:00
15408,Tata India Pharma And Healthcare Fund Direct Plan Idcw Reinvestment,INF277K011B8,135808,CAMS,TIPHDZ,TIPHFC,Ranjith.Vijayabaskar,1/1/2007 10:00
15409,Tata India Pharma And Healthcare Fund Direct Plan Growth,INF277K019A3,135810,CAMS,TIPHGZ,TIPHFD,Ranjith.Vijayabaskar,1/1/2007 10:00
15410,Tata Resources And Energy Fund Direct Plan Growth,INF277K015B9,135813,CAMS,TREFGZ,TREFD,Ranjith.Vijayabaskar,1/1/2007 10:00
15411,Tata Resources And Energy Fund Direct Plan Idcw Reinvestment,INF277K017B5,135816,CAMS,TREFDZ,TREFC,Ranjith.Vijayabaskar,1/1/2007 10:00
15413,Icici Prudential India Recovery Fund Series 5 Cumulative,INF109KB1UT9,139263,CAMS,P2812,RECOVERY5,Ranjith.Vijayabaskar,1/1/2007 10:00
15414,Icici Prudential India Recovery Fund Series 5 Dividend Payout,INF109KB1UR3,139262,CAMS,P2813,RECOVERY5,Ranjith.Vijayabaskar,1/1/2007 10:00
15415,Icici Prudential India Recovery Fund Series 5 Direct Plan Cumulative,INF109KB1UU7,139264,CAMS,P9014,RECOVERY5,Ranjith.Vijayabaskar,1/1/2007 10:00
15416,Icici Prudential India Recovery Fund Series 5 Direct Plan Dividend Payout,INF109KB1US1,139261,CAMS,P9015,RECOVERY5,Ranjith.Vijayabaskar,1/1/2007 10:00
15417,Uti Capital Protection Oriented Scheme - Series Vii - Iv (1278 Days) - Regular Plan - Idcw Payout Plan,INF789FC1691,139302,KARVY,108CXDP,600,Ranjith.Vijayabaskar,1/1/2007 10:00
15418,Uti Capital Protection Oriented Scheme - Series Vii - Iv (1278 Days) - Regular Plan - Growth Plan,INF789FC1709,139300,KARVY,108CXGP,600,Ranjith.Vijayabaskar,1/1/2007 10:00
15419,Nippon India Fixed Horizon Fund Xxx Series 18- Growth,INF204KB1247,139248,KARVY,RMFYUGP,YUGP,Ranjith.Vijayabaskar,1/1/2007 10:00
15420,Nippon India Fixed Horizon Fund Xxx Series 18-- Idcw Payout,INF204KB1254,139246,KARVY,RMFYUDP,YUDP,Ranjith.Vijayabaskar,1/1/2007 10:00
15421,Nippon India Fixed Horizon Fund Xxx Series 18- Direct Plan -Growth,INF204KB1262,139247,KARVY,RMFYUAG,YUAG,Ranjith.Vijayabaskar,1/1/2007 10:00
15422,Nippon India Fixed Horizon Fund Xxx Series 18- Direct Plan- Idcw Payout,INF204KB1270,139245,KARVY,RMFYUAD,YUAD,Ranjith.Vijayabaskar,1/1/2007 10:00
15423,Nippon India Dual Advantage Fixed Tenure Fund Ix Plan C--Growth Option,INF204KB1312,139250,KARVY,RMFJTGP,JTGP,Ranjith.Vijayabaskar,1/1/2007 10:00
15424,Nippon India Dual Advantage Fixed Tenure Fund Ix Plan C--Idcw Payout Option,INF204KB1304,139252,KARVY,RMFJTDP,JTDP,Ranjith.Vijayabaskar,1/1/2007 10:00
15425,Nippon India Dual Advantage Fixed Tenure Fund Ix Plan C-Direct Plan-Growth Option,INF204KB1296,139249,KARVY,RMFJTAG,JTAG,Ranjith.Vijayabaskar,1/1/2007 10:00
15426,Nippon India Dual Advantage Fixed Tenure Fund Ix Plan C-Direct Plan-Idcw Payout Option,INF204KB1288,,KARVY,RMFJTAD,JTAD,Ranjith.Vijayabaskar,1/1/2007 10:00
