Id,Name,Isin,AmfiCode,Rta,RtaCode,AmcCode,LastUpdatedBy,LastUpdatedOnUtc
14974,Uti Capital Protection Oriented Scheme - Series Vii - Iii (1279 Days) - Regular Plan - Idcw Payout Plan,INF789FB12W7,136503,KARVY,108CWDP,589,Ranjith.Vijayabaskar,1/1/2007 10:00
14975,Uti Capital Protection Oriented Scheme - Series Vii - Iii (1279 Days) - Regular Plan - Growth Plan,INF789FB13W5,136502,KARVY,108CWGP,589,Ranjith.Vijayabaskar,1/1/2007 10:00
14976,Aditya Birla Sun Life Fixed Term Plan - Series Nl (1148 Days) - Growth,INF209KA17U1,136413,CAMS,B1306B,1306B,Ranjith.Vijayabaskar,1/1/2007 10:00
14977,Aditya Birla Sun Life Fixed Term Plan - Series Nl (1148 Days) - Normal Dividend Payout,INF209KA18U9,136408,CAMS,B1306A,1306A,Ranjith.Vijayabaskar,1/1/2007 10:00
14978,Aditya Birla Sun Life Fixed Term Plan - Series Nl (1148 Days) - Quarterly Dividend Payout,INF209KA19U7,136409,CAMS,B1306C,1306C,Ranjith.Vijayabaskar,1/1/2007 10:00
14979,Motilal Oswal Midcap 30 Fund - Direct Growth,INF247L01445,127042,KARVY,127FMGD,FMGD,Ranjith.Vijayabaskar,1/1/2007 10:00
14981,Motilal Oswal Midcap 30 Fund - Direct Idcw Payout,INF247L01460,127044,KARVY,127FMPD,FMPD,Ranjith.Vijayabaskar,1/1/2007 10:00
14983,Motilal Oswal Midcap 30 Fund - Direct Idcw Reinvestment,INF247L01452,127044,KARVY,127FMPD,FMPD,Ranjith.Vijayabaskar,1/1/2007 10:00
14985,Nippon India Fixed Horizon Fund Xxx Series 10- Growth,INF204KA13Y3,136436,KARVY,RMFYMGP,YMGP,Ranjith.Vijayabaskar,1/1/2007 10:00
14986,Nippon India Fixed Horizon Fund Xxx Series 10-- Idcw Payout,INF204KA14Y1,,KARVY,RMFYMDP,YMDP,Ranjith.Vijayabaskar,1/1/2007 10:00
15002,Hdfc Fmp 92D March 2016 (1) - Regular Option - Growth Option,INF179KB1NX1,136479,CAMS,HFPHGR,FPHGR,Ranjith.Vijayabaskar,1/1/2007 10:00
15003,Hdfc Fmp 92D March 2016 (1) - Regular Option - Normal Idcw Payout Option,INF179KB1NY9,136481,CAMS,HFPHDR,FPHDR,Ranjith.Vijayabaskar,1/1/2007 10:00
15004,Hdfc Fmp 1126D March 2016 (1) - Regular Option - Growth Option,INF179KB1NS1,,CAMS,HFPIGR,FPIGR,Ranjith.Vijayabaskar,1/1/2007 10:00
15005,Hdfc Fmp 1126D March 2016 (1) - Regular Option - Normal Idcw Payout Option,INF179KB1NT9,,CAMS,HFPIDR,FPIDR,Ranjith.Vijayabaskar,1/1/2007 10:00
15006,Hdfc Fmp 1126D March 2016 (1) - Regular Option - Quarterly Idcw Payout Option,INF179KB1NU7,,CAMS,HFPIQR,FPIQR,Ranjith.Vijayabaskar,1/1/2007 10:00
15007,Nippon India Fixed Horizon Fund Xxx Series 11- Growth,INF204KA17Y4,136449,KARVY,RMFYNGP,YNGP,Ranjith.Vijayabaskar,1/1/2007 10:00
15008,Nippon India Fixed Horizon Fund Xxx Series 11-- Idcw Payout,INF204KA18Y2,136451,KARVY,RMFYNDP,YNDP,Ranjith.Vijayabaskar,1/1/2007 10:00
15012,Uti Fixed Term Income Fund Series Xxiv - V (1132 Days) - Annual Idcw Payout Plan,INF789FB11X7,136492,KARVY,108WUAD,593,Ranjith.Vijayabaskar,1/1/2007 10:00
15013,Uti Fixed Term Income Fund Series Xxiv - V (1132 Days) - Flexi Idcw Payout Plan,INF789FB19W2,,KARVY,108WUFD,593,Ranjith.Vijayabaskar,1/1/2007 10:00
15014,Uti Fixed Term Income Fund Series Xxiv - V (1132 Days) - Growth Plan,INF789FB15X8,136496,KARVY,108WUGP,593,Ranjith.Vijayabaskar,1/1/2007 10:00
15015,Uti Fixed Term Income Fund Series Xxiv - V (1132 Days) - Maturity Idcw Payout Plan,INF789FB14X1,136493,KARVY,108WUMD,593,Ranjith.Vijayabaskar,1/1/2007 10:00
15016,Uti Fixed Term Income Fund Series Xxiv - V (1132 Days) - Quarterly Idcw Payout Plan,INF789FB10X9,136497,KARVY,108WUQD,593,Ranjith.Vijayabaskar,1/1/2007 10:00
15019,Nippon India Fixed Horizon Fund Xxx Series 12- Growth,INF204KA11Z4,136455,KARVY,RMFYOGP,YOGP,Ranjith.Vijayabaskar,1/1/2007 10:00
15020,Nippon India Fixed Horizon Fund Xxx Series 12-- Idcw Payout,INF204KA12Z2,136456,KARVY,RMFYODP,YODP,Ranjith.Vijayabaskar,1/1/2007 10:00
15021,Icici Prudential Fmp Series 78 - 97 Days Plan Q Cumulative,INF109KB1SR7,,CAMS,P2788,F7897Q,Ranjith.Vijayabaskar,1/1/2007 10:00
15022,Icici Prudential Fmp Series 78 - 97 Days Plan Q Dividend Payout,INF109KB1SS5,,CAMS,P2789,F7897Q,Ranjith.Vijayabaskar,1/1/2007 10:00
15023,Icici Prudential Fmp Series 78 - 1127 Days Plan R Cumulative Growth,INF109KB1SZ0,136462,CAMS,P2790,F781127R,Ranjith.Vijayabaskar,1/1/2007 10:00
15024,Icici Prudential Fmp Series 78 - 1127 Days Plan R Dividend Payout,INF109KB1TA1,136459,CAMS,P2791,F781127R,Ranjith.Vijayabaskar,1/1/2007 10:00
15025,Icici Prudential Fmp Series 78 - 91 Days Plan S Cumulative Growth,INF109KB1SV9,,CAMS,P2792,F7891S,Ranjith.Vijayabaskar,1/1/2007 10:00
15026,Icici Prudential Fmp Series 78 - 91 Days Plan S Dividend Payout,INF109KB1SW7,,CAMS,P2793,F7891S,Ranjith.Vijayabaskar,1/1/2007 10:00
15027,Dsp Equity Savings Fund - Reg - Growth,INF740KA1439,136563,CAMS,D562,562,Ranjith.Vijayabaskar,1/1/2007 10:00
15028,Dsp Equity Savings Fund - Reg - Idcw Payout,INF740KA1447,136564,CAMS,D563,563,Ranjith.Vijayabaskar,1/1/2007 10:00
15030,Dsp Equity Savings Fund - Reg - Idcw Monthly Payout,INF740KA1462,136565,CAMS,D565,565,Ranjith.Vijayabaskar,1/1/2007 10:00
15032,Dsp Equity Savings Fund - Reg - Idcw - Quarterly Payout,INF740KA1488,136566,CAMS,D567,567,Ranjith.Vijayabaskar,1/1/2007 10:00
15034,Sundaram Hybrid Fund Sr P Regular Growth,INF903JA1062,136539,KARVY,SHYPRG,HYPRG,Ranjith.Vijayabaskar,1/1/2007 10:00
15035,Sundaram Hybrid Fund Sr P Regular Half Yearly Idcw Payout,INF903JA1070,136540,KARVY,SHYPHD,HYPHD,Ranjith.Vijayabaskar,1/1/2007 10:00
15036,Sundaram Hybrid Fund Sr P Regular Yearly Idcw Payout,INF903JA1088,136541,KARVY,SHYPYD,HYPYD,Ranjith.Vijayabaskar,1/1/2007 10:00
15037,Pgim India Fixed Duration Fund - Series 27 Regular Plan - Idcw Payout,INF663L01FX4,,KARVY,1291NDP,1NDP,Ranjith.Vijayabaskar,1/1/2007 10:00
15038,Pgim India Fixed Duration Fund - Series 27 Regular Plan - Growth,INF663L01FW6,,KARVY,1291NGP,1NGP,Ranjith.Vijayabaskar,1/1/2007 10:00
15039,Aditya Birla Sun Life Capital Protection Oriented Fund Series 30-Regular Plan-Growth,INF209KA14V6,,CAMS,B1307B,1307B,Ranjith.Vijayabaskar,1/1/2007 10:00
15040,Pgim India Banking And Psu Debt Fund - Weekly Dividend - Idcw Reinvestment,INF223J01VU4,138570,KARVY,129BPWD,BPWD,Ranjith.Vijayabaskar,1/1/2007 10:00
15042,Pgim India Banking And Psu Debt Fund - Annual Dividend - Idcw Payout,INF223J01VX8,,KARVY,129BPAD,BPAD,Ranjith.Vijayabaskar,1/1/2007 10:00
15044,Pgim India Banking And Psu Debt Fund - Annual Dividend - Idcw Reinvestment,INF223J01VY6,,KARVY,129BPAD,BPAD,Ranjith.Vijayabaskar,1/1/2007 10:00
15046,Pgim India Banking And Psu Debt Fund - Growth - Growth,INF223J01SW6,138566,KARVY,129BPGP,BPGP,Ranjith.Vijayabaskar,1/1/2007 10:00
15048,Pgim India Banking And Psu Debt Fund - Monthly Dividend - Idcw Payout,INF223J01SU0,138565,KARVY,129BPDP,BPDP,Ranjith.Vijayabaskar,1/1/2007 10:00
15050,Pgim India Banking And Psu Debt Fund - Monthly Dividend - Idcw Reinvestment,INF223J01SV8,,KARVY,129BPDP,BPDP,Ranjith.Vijayabaskar,1/1/2007 10:00
15052,Pgim India Banking And Psu Debt Fund - Quarterly Dividend - Idcw Payout,INF223J01VV2,138571,KARVY,129BPQD,BPQD,Ranjith.Vijayabaskar,1/1/2007 10:00
15054,Pgim India Banking And Psu Debt Fund - Quarterly Dividend - Idcw Reinvestment,INF223J01VW0,,KARVY,129BPQD,BPQD,Ranjith.Vijayabaskar,1/1/2007 10:00
15056,Pgim India Banking And Psu Debt Fund - Dividend - Idcw Payout,INF223JA1LR7,,KARVY,129BPRP,BPRP,Ranjith.Vijayabaskar,1/1/2007 10:00
15058,Pgim India Banking And Psu Debt Fund - Dividend - Idcw Reinvestment,INF223JA1LS5,,KARVY,129BPRP,BPRP,Ranjith.Vijayabaskar,1/1/2007 10:00
15060,Pgim India Banking And Psu Debt Fund - Weekly Dividend - Idcw Payout,INF223J01VT6,138570,KARVY,129BPWD,BPWD,Ranjith.Vijayabaskar,1/1/2007 10:00
15062,Pgim India Floating Rate Fund - Annual Dividend - Idcw Payout,INF663L01IW0,138500,KARVY,129TIRA,TIRA,Ranjith.Vijayabaskar,1/1/2007 10:00
15064,Pgim India Floating Rate Fund - Annual Dividend - Idcw Reinvestment,INF663L01IX8,138500,KARVY,129TIRA,TIRA,Ranjith.Vijayabaskar,1/1/2007 10:00
15066,Pgim India Floating Rate Fund - Growth - Growth,INF663L01IT6,138481,KARVY,129TIGP,TIGP,Ranjith.Vijayabaskar,1/1/2007 10:00
15068,Pgim India Floating Rate Fund - Monthly Dividend - Idcw Payout,INF663L01IU4,138492,KARVY,129TIMD,TIMD,Ranjith.Vijayabaskar,1/1/2007 10:00
15070,Pgim India Floating Rate Fund - Monthly Dividend - Idcw Reinvestment,INF663L01IV2,138492,KARVY,129TIMD,TIMD,Ranjith.Vijayabaskar,1/1/2007 10:00
15072,Pgim India Floating Rate Fund - Quarterly Dividend - Idcw Payout,INF663L01IY6,138499,KARVY,129TIRQ,TIRQ,Ranjith.Vijayabaskar,1/1/2007 10:00
15074,Pgim India Floating Rate Fund - Quarterly Dividend - Idcw Reinvestment,INF663L01IZ3,,KARVY,129TIRQ,TIRQ,Ranjith.Vijayabaskar,1/1/2007 10:00
15076,Pgim India Floating Rate Fund - Weekly Dividend - Idcw Payout,INF663L01JA4,138491,KARVY,129TIWD,TIWD,Ranjith.Vijayabaskar,1/1/2007 10:00
15078,Pgim India Floating Rate Fund - Weekly Dividend - Idcw Reinvestment,INF663L01JB2,138491,KARVY,129TIWD,TIWD,Ranjith.Vijayabaskar,1/1/2007 10:00
15080,Pgim India Low Duration Fund - Monthly Dividend - Idcw Payout,INF663L01HR2,138424,KARVY,129OCDP,OCDP,Ranjith.Vijayabaskar,1/1/2007 10:00
15082,Pgim India Low Duration Fund - Monthly Dividend - Idcw Reinvestment,INF663L01HS0,138424,KARVY,129OCDP,OCDP,Ranjith.Vijayabaskar,1/1/2007 10:00
15084,Pgim India Low Duration Fund - Fortnightly Dividend - Idcw Payout,INF663L01HT8,138426,KARVY,129OCFD,OCFD,Ranjith.Vijayabaskar,1/1/2007 10:00
15086,Pgim India Low Duration Fund - Fortnightly Dividend - Idcw Reinvestment,INF663L01HU6,138426,KARVY,129OCFD,OCFD,Ranjith.Vijayabaskar,1/1/2007 10:00
15088,Pgim India Low Duration Fund - Growth - Growth,INF663L01HV4,138423,KARVY,129OCGP,OCGP,Ranjith.Vijayabaskar,1/1/2007 10:00
15090,Pgim India Low Duration Fund - Annual Dividend - Idcw Payout,INF663L01HY8,138437,KARVY,129OCRA,OCRA,Ranjith.Vijayabaskar,1/1/2007 10:00
15092,Pgim India Low Duration Fund - Annual Dividend - Idcw Reinvestment,INF663L01HZ5,138437,KARVY,129OCRA,OCRA,Ranjith.Vijayabaskar,1/1/2007 10:00
15094,Pgim India Low Duration Fund - Dividend - Idcw Payout,INF663L01IA6,138438,KARVY,129OCRD,OCRD,Ranjith.Vijayabaskar,1/1/2007 10:00
15096,Pgim India Low Duration Fund - Dividend - Idcw Reinvestment,INF663L01IB4,138438,KARVY,129OCRD,OCRD,Ranjith.Vijayabaskar,1/1/2007 10:00
15098,Pgim India Low Duration Fund - Quarterly Dividend - Idcw Payout,INF663L01IC2,138436,KARVY,129OCRQ,OCRQ,Ranjith.Vijayabaskar,1/1/2007 10:00
15100,Pgim India Low Duration Fund - Quarterly Dividend - Idcw Reinvestment,INF663L01ID0,138436,KARVY,129OCRQ,OCRQ,Ranjith.Vijayabaskar,1/1/2007 10:00
15102,Pgim India Low Duration Fund - Weekly Dividend - Idcw Payout,INF663L01IE8,138425,KARVY,129OCWD,OCWD,Ranjith.Vijayabaskar,1/1/2007 10:00
15104,Pgim India Low Duration Fund - Weekly Dividend - Idcw Reinvestment,INF663L01IF5,138425,KARVY,129OCWD,OCWD,Ranjith.Vijayabaskar,1/1/2007 10:00
15106,Hdfc Fmp 1140D March 2016 (1) - Regular Option - Growth Option,INF179KB1OI0,139089,CAMS,HFPJGR,FPJGR,Ranjith.Vijayabaskar,1/1/2007 10:00
15107,Hdfc Fmp 1140D March 2016 (1) - Regular Option - Normal Idcw Payout Option,INF179KB1OJ8,139088,CAMS,HFPJDR,FPJDR,Ranjith.Vijayabaskar,1/1/2007 10:00
15108,Hdfc Fmp 1140D March 2016 (1) - Regular Option - Quarterly Idcw Payout Option,INF179KB1OK6,139090,CAMS,HFPJQR,FPJQR,Ranjith.Vijayabaskar,1/1/2007 10:00
15109,Kotak Fmp Series 191 - Regular Plan,INF174K016E5,139080,CAMS,K971,K971,Ranjith.Vijayabaskar,1/1/2007 10:00
15110,Kotak Fmp Series 191 - Regular Plan-Idcw Payout,INF174K017E3,139079,CAMS,K972,K972,Ranjith.Vijayabaskar,1/1/2007 10:00
15112,Hdfc Fmp 1120D March 2016 (1) - Regular Option - Growth Option,INF179KB1OO8,139137,CAMS,HFPKGR,FPKGR,Ranjith.Vijayabaskar,1/1/2007 10:00
15113,Hdfc Fmp 1120D March 2016 (1) - Regular Option - Normal Idcw Payout Option,INF179KB1OP5,139138,CAMS,HFPKDR,FPKDR,Ranjith.Vijayabaskar,1/1/2007 10:00
15114,Hdfc Fmp 1120D March 2016 (1) - Regular Option - Quarterly Idcw Payout Option,INF179KB1OQ3,,CAMS,HFPKQR,FPKQR,Ranjith.Vijayabaskar,1/1/2007 10:00
15115,Nippon India Fixed Horizon Fund Xxx Series 13- Growth,INF204KB1080,136511,KARVY,RMFYPGP,YPGP,Ranjith.Vijayabaskar,1/1/2007 10:00
15116,Nippon India Fixed Horizon Fund Xxx Series 13-- Idcw Payout,INF204KB1098,136509,KARVY,RMFYPDP,YPDP,Ranjith.Vijayabaskar,1/1/2007 10:00
15117,Nippon India Fixed Horizon Fund Xxx Series 13- Direct Plan -Growth,INF204KB1106,136510,KARVY,RMFYPAG,YPAG,Ranjith.Vijayabaskar,1/1/2007 10:00
15118,Nippon India Fixed Horizon Fund Xxx Series 13- Direct Plan- Idcw Payout,INF204KB1114,136512,KARVY,RMFYPAD,YPAD,Ranjith.Vijayabaskar,1/1/2007 10:00
15119,Pgim India Banking And Psu Debt Fund - Bonus - Bonus,INF223J01VH1,138573,KARVY,129BPRB,BPRB,Ranjith.Vijayabaskar,1/1/2007 10:00
15120,Pgim India Banking And Psu Debt Fund - Quarterly Bonus - Bonus,INF223J01VF5,138576,KARVY,129BPQB,BPQB,Ranjith.Vijayabaskar,1/1/2007 10:00
15121,Pgim India Gilt Fund - Bonus - Bonus,INF223J01AR4,138471,KARVY,129GFBM,GFBM,Ranjith.Vijayabaskar,1/1/2007 10:00
15122,Pgim India Gilt Fund - Half Yearly Bonus - Bonus,INF223J01VL3,138475,KARVY,129GFHB,GFHB,Ranjith.Vijayabaskar,1/1/2007 10:00
15123,Pgim India Strategic Debt Fund - Bonus - Bonus,INF223J01H44,138662,KARVY,129IBRB,IBRB,Ranjith.Vijayabaskar,1/1/2007 10:00
15124,Pgim India Tax Plan - Bonus - Bonus,INF223J01887,138393,KARVY,129TSBM,TSBM,Ranjith.Vijayabaskar,1/1/2007 10:00
15125,Pgim India Ultra Short Term Fund - Annual Bonus - Annual Bonus - Bonus,INF223J01XH7,138368,KARVY,1292FAB,2FAB,Ranjith.Vijayabaskar,1/1/2007 10:00
15126,Pgim India Ultra Short Term Fund - Bonus - Bonus,INF223J01FN2,138345,KARVY,1292FIP,2FIP,Ranjith.Vijayabaskar,1/1/2007 10:00
15127,Pgim India Ultra Short Term Fund - Bonus - Bonus,INF223J01GA7,138346,KARVY,1292FRP,2FRP,Ranjith.Vijayabaskar,1/1/2007 10:00
15128,Pgim India Insta Cash Fund - Annual Bonus - Annual Bonus - Bonus,INF223J01WV0,138306,KARVY,129CFAB,CFAB,Ranjith.Vijayabaskar,1/1/2007 10:00
15129,Pgim India Insta Cash Fund - Bonus - Bonus,INF223J01BQ4,138286,KARVY,129CFSB,CFSB,Ranjith.Vijayabaskar,1/1/2007 10:00
15130,Pgim India Insta Cash Fund - Bonus - Bonus,INF223J01BH3,138284,KARVY,129CFBW,CFBW,Ranjith.Vijayabaskar,1/1/2007 10:00
15131,Pgim India Floating Rate Fund - Annual Bonus - Annual Bonus - Bonus,INF663L01IG3,138521,KARVY,129TIAB,TIAB,Ranjith.Vijayabaskar,1/1/2007 10:00
15132,Pgim India Floating Rate Fund - Bonus - Bonus,INF663L01IH1,138496,KARVY,129TIBM,TIBM,Ranjith.Vijayabaskar,1/1/2007 10:00
15133,Pgim India Low Duration Fund - Annual Bonus - Annual Bonus - Bonus,INF663L01HD2,138450,KARVY,129OCAB,OCAB,Ranjith.Vijayabaskar,1/1/2007 10:00
15134,Pgim India Hybrid Equity Fund - Dividend - Idcw Reinvestment,INF663L01HB6,138381,KARVY,129IODP,IODP,Ranjith.Vijayabaskar,1/1/2007 10:00
15136,Pgim India Hybrid Equity Fund - Growth - Growth,INF663L01HC4,138382,KARVY,129IOGP,IOGP,Ranjith.Vijayabaskar,1/1/2007 10:00
15138,Pgim India Large Cap Fund - Dividend - Idcw Payout,INF663L01GU8,138307,KARVY,129FEDP,FEDP,Ranjith.Vijayabaskar,1/1/2007 10:00
15140,Pgim India Large Cap Fund - Dividend - Idcw Reinvestment,INF663L01GV6,138307,KARVY,129FEDP,FEDP,Ranjith.Vijayabaskar,1/1/2007 10:00
15142,Pgim India Large Cap Fund - Growth - Growth,INF663L01GW4,138308,KARVY,129FEGP,FEGP,Ranjith.Vijayabaskar,1/1/2007 10:00
15144,Pgim India Credit Risk Fund - Annual Dividend - Idcw Payout,INF663L01FZ9,138907,KARVY,129CDAD,CDAD,Ranjith.Vijayabaskar,1/1/2007 10:00
15146,Pgim India Credit Risk Fund - Annual Dividend - Idcw Reinvestment,INF663L01GA0,138907,KARVY,129CDAD,CDAD,Ranjith.Vijayabaskar,1/1/2007 10:00
15148,Pgim India Credit Risk Fund - Monthly Dividend - Idcw Payout,INF663L01GL7,138906,KARVY,129CDMD,CDMD,Ranjith.Vijayabaskar,1/1/2007 10:00
15150,Pgim India Credit Risk Fund - Monthly Dividend - Idcw Reinvestment,INF663L01GM5,138906,KARVY,129CDMD,CDMD,Ranjith.Vijayabaskar,1/1/2007 10:00
15152,Pgim India Credit Risk Fund - Quarterly Dividend - Idcw Payout,INF663L01GN3,138903,KARVY,129CDQD,CDQD,Ranjith.Vijayabaskar,1/1/2007 10:00
15154,Pgim India Credit Risk Fund - Quarterly Dividend - Idcw Reinvestment,INF663L01GO1,138903,KARVY,129CDQD,CDQD,Ranjith.Vijayabaskar,1/1/2007 10:00
15156,Pgim India Credit Risk Fund - Dividend - Idcw Payout,INF663L01GP8,138908,KARVY,129CDRD,CDRD,Ranjith.Vijayabaskar,1/1/2007 10:00
15158,Pgim India Credit Risk Fund - Dividend - Idcw Reinvestment,INF663L01GQ6,138908,KARVY,129CDRD,CDRD,Ranjith.Vijayabaskar,1/1/2007 10:00
15160,Pgim India Credit Risk Fund - Growth - Growth,INF663L01GK9,138905,KARVY,129CDGP,CDGP,Ranjith.Vijayabaskar,1/1/2007 10:00
15162,Pgim India Hybrid Equity Fund - Dividend - Idcw Payout,INF663L01HA8,138381,KARVY,129IODP,IODP,Ranjith.Vijayabaskar,1/1/2007 10:00
15164,Pgim India Medium Term Fund - Annual Dividend - Idcw Payout,INF223JA1MB9,,KARVY,129MTAD,MTAD,Ranjith.Vijayabaskar,1/1/2007 10:00
15166,Pgim India Medium Term Fund - Annual Dividend - Idcw Reinvestment,INF223JA1MC7,,KARVY,129MTAD,MTAD,Ranjith.Vijayabaskar,1/1/2007 10:00
15168,Pgim India Medium Term Fund - Monthly Dividend - Idcw Payout,INF223JA1LX5,138700,KARVY,129MTMD,MTMD,Ranjith.Vijayabaskar,1/1/2007 10:00
15170,Pgim India Medium Term Fund - Monthly Dividend - Idcw Reinvestment,INF223JA1LY3,,KARVY,129MTMD,MTMD,Ranjith.Vijayabaskar,1/1/2007 10:00
15172,Pgim India Medium Term Fund - Quarterly Dividend - Idcw Payout,INF223JA1LZ0,138695,KARVY,129MTQD,MTQD,Ranjith.Vijayabaskar,1/1/2007 10:00
15174,Pgim India Medium Term Fund - Quarterly Dividend - Idcw Reinvestment,INF223JA1MA1,,KARVY,129MTQD,MTQD,Ranjith.Vijayabaskar,1/1/2007 10:00
15176,Pgim India Short Maturity Fund - Annual Bonus - Annual Bonus - Bonus,INF223J01XB0,138277,KARVY,129SFAB,SFAB,Ranjith.Vijayabaskar,1/1/2007 10:00
15177,Nippon India Dual Advantage Fixed Tenure Fund Ix Plan B--Growth Option,INF204KA18Z9,136519,KARVY,RMFJSGP,JSGP,Ranjith.Vijayabaskar,1/1/2007 10:00
15178,Nippon India Dual Advantage Fixed Tenure Fund Ix Plan B--Idcw Payout Option,INF204KA17Z1,136520,KARVY,RMFJSDP,JSDP,Ranjith.Vijayabaskar,1/1/2007 10:00
15179,Nippon India Dual Advantage Fixed Tenure Fund Ix Plan B-Direct Plan-Growth Option,INF204KA16Z3,136521,KARVY,RMFJSAG,JSAG,Ranjith.Vijayabaskar,1/1/2007 10:00
15180,Nippon India Dual Advantage Fixed Tenure Fund Ix Plan B-Direct Plan-Idcw Payout Option,INF204KA15Z5,136522,KARVY,RMFJSAD,JSAD,Ranjith.Vijayabaskar,1/1/2007 10:00
15181,Sundaram Fixed Term Plan Hj Regular Plan -Idcw Payout,INF903JA1138,,KARVY,SHJRD,HJRD,Ranjith.Vijayabaskar,1/1/2007 10:00
15182,Sundaram Fixed Term Plan Hj Regular Plan - Growth Option,INF903JA1120,,KARVY,SHJRG,HJRG,Ranjith.Vijayabaskar,1/1/2007 10:00
15183,Idfc Fixed Term Plan Series-120-Regular Plan - Growth,INF194KA1P46,,CAMS,G1398,1398,Ranjith.Vijayabaskar,1/1/2007 10:00
15184,Idfc Fixed Term Plan Series-120-Regular Plan -Periodic Idcw Payout,INF194KA1P79,,CAMS,G1399,1399,Ranjith.Vijayabaskar,1/1/2007 10:00
15185,Kotak Fmp Series 192-Regular Plan,INF174K010F5,139084,CAMS,K973,K973,Ranjith.Vijayabaskar,1/1/2007 10:00
15186,Kotak Fmp Series 192-Regular Plan-Idcw Payout,INF174K011F3,139081,CAMS,K974,K974,Ranjith.Vijayabaskar,1/1/2007 10:00
15187,Hdfc Fmp 1114D March 2016 (1) - Regular Option - Growth Option,INF179KB1OC3,139132,CAMS,HFPLGR,FPLGR,Ranjith.Vijayabaskar,1/1/2007 10:00
15188,Hdfc Fmp 1114D March 2016 (1) - Regular Option - Normal Idcw Payout Option,INF179KB1OD1,139133,CAMS,HFPLDR,FPLDR,Ranjith.Vijayabaskar,1/1/2007 10:00
15189,Hdfc Fmp 1114D March 2016 (1) - Regular Option - Quarterly Idcw Payout Option,INF179KB1OE9,139134,CAMS,HFPLQR,FPLQR,Ranjith.Vijayabaskar,1/1/2007 10:00
15190,Navi Large Cap Equity Fund - Annual Idcw Payout,INF959L01CB9,135660,KARVY,130EFAD,PEFADD,Ranjith.Vijayabaskar,1/1/2007 10:00
15192,Navi Large Cap Equity Fund - Annual Idcw Reinvestment,INF959L01CC7,135660,KARVY,130EFAD,PEFADR,Ranjith.Vijayabaskar,1/1/2007 10:00
15194,Navi Large Cap Equity Fund - Half Yearly Idcw Payout,INF959L01BZ0,135657,KARVY,130EFHD,PEFHDD,Ranjith.Vijayabaskar,1/1/2007 10:00
15196,Navi Large Cap Equity Fund - Half Yearly Idcw Reinvestment,INF959L01CA1,135657,KARVY,130EFHD,PEFHDR,Ranjith.Vijayabaskar,1/1/2007 10:00
15198,Navi Large Cap Equity Fund - Quarterly Idcw Payout,INF959L01BX5,135661,KARVY,130EFQD,PEFQDD,Ranjith.Vijayabaskar,1/1/2007 10:00
15200,Navi Large Cap Equity Fund - Quarterly Idcw Reinvestment,INF959L01BY3,135661,KARVY,130EFQD,PEFQDR,Ranjith.Vijayabaskar,1/1/2007 10:00
15202,Pgim India Dynamic Bond Fund - Bonus - Bonus,INF663L01BF0,122260,KARVY,129BFBP,BFBP,Ranjith.Vijayabaskar,1/1/2007 10:00
15203,Pgim India Short Maturity Fund - Bonus - Bonus,INF223J01DW8,138264,KARVY,129SFBM,SFBM,Ranjith.Vijayabaskar,1/1/2007 10:00
15204,Pgim India Short Maturity Fund - Half Yearly Bonus - Bonus,INF223J01WH9,138274,KARVY,129SFHB,SFHB,Ranjith.Vijayabaskar,1/1/2007 10:00
15205,Pgim India Premier Bond Fund - Annual Bonus - Annual Bonus - Bonus,INF223J01WZ1,138336,KARVY,129FBAB,FBAB,Ranjith.Vijayabaskar,1/1/2007 10:00
15206,Pgim India Premier Bond Fund - Bonus - Bonus,INF223J01DA4,138324,KARVY,129FBBM,FBBM,Ranjith.Vijayabaskar,1/1/2007 10:00
15207,Pgim India Premier Bond Fund - Half Yearly Bonus - Bonus,INF223J01WF3,138334,KARVY,129FBHB,FBHB,Ranjith.Vijayabaskar,1/1/2007 10:00
15208,Sbi Dual Advantage Fund Series Xv-Regular Plan-Idcw Payout,INF200KA1IS5,139122,CAMS,L501D,501D,Ranjith.Vijayabaskar,1/1/2007 10:00
15209,Sbi Dual Advantage Fund Series Xv-Regular Plan-Growth,INF200KA1IR7,139121,CAMS,L501G,501G,Ranjith.Vijayabaskar,1/1/2007 10:00
15210,Icici Prudential Capital Protection Oriented Fund Series Ix 1120 Days Plan F - Cumulative,INF109KB1TH6,139119,CAMS,P2794,CAPITA9F,Ranjith.Vijayabaskar,1/1/2007 10:00
15211,Icici Prudential Capital Protection Oriented Fund Series Ix 1120 Days Plan F - Dividend Payout,INF109KB1TI4,139116,CAMS,P2795,CAPITA9F,Ranjith.Vijayabaskar,1/1/2007 10:00
15212,Navi Large And Midcap Fund -Regular Normal Idcw Payout,INF959L01CL8,135680,KARVY,130MCDP,PMCDPD,Ranjith.Vijayabaskar,1/1/2007 10:00
15214,Navi Large And Midcap Fund -Regular Normal Idcw Reinvestment,INF959L01CM6,135680,KARVY,130MCDP,PMCDPR,Ranjith.Vijayabaskar,1/1/2007 10:00
15216,Navi Large And Midcap Fund - Direct Plan Growth,INF959L01CH6,135677,KARVY,130MCGD,MCGDG,Ranjith.Vijayabaskar,1/1/2007 10:00
